Issuer,Currency,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask,Source URL,Scrape Date,ISIN,Issue Date
"Canada, Government of...",CAD,4.00%,2.97%,Aaa,5/1/2026,101.26,101.38,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r556,2/12/2024
"Canada, Government of...",CAD,1.00%,2.90%,Aaa,9/1/2026,97,97.02,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087l930,4/16/2021
"Canada, Government of...",CAD,2.75%,2.93%,Aaa,9/1/2027,99.45,99.65,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,2.97%,Aaa,4/1/2026,100.04,100.06,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087p816,1/20/2023
"Canada, Government of...",CAD,4.50%,2.99%,Aaa,11/1/2025,101.17,101.21,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.50%,2.97%,Aaa,2/1/2026,101.52,101.62,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r226,11/1/2023
"Canada, Government of...",CAD,3.00%,2.93%,Aaa,2/1/2027,100.01,100.26,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087s547,11/1/2024
"Canada, Government of...",CAD,4.00%,2.96%,Aaa,8/3/2026,101.52,101.63,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r978,5/6/2024
"Canada, Government of...",CAD,1.50%,3.16%,Aaa,4/1/2025,99.63,99.64,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087n340,1/24/2022
"Canada, Government of...",CAD,3.00%,3.03%,Aaa,10/1/2025,99.97,99.98,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087p246,7/25/2022
"Canada, Government of...",CAD,2.25%,3.13%,Aaa,6/1/2025,99.66,99.69,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087d507,6/30/2014
"Canada, Government of...",CAD,3.25%,3.30%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087s398,8/2/2024
"Canada, Government of...",CAD,2.00%,2.92%,Aaa,6/1/2028,97.04,97.09,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.25%,2.87%,Aaa,6/1/2029,97.27,97.5,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087j397,7/27/2018
"Canada, Government of...",CAD,0.50%,3.06%,Aaa,12/1/2030,86.15,86.39,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087l443,10/5/2020
"Canada, Government of...",CAD,1.50%,3.11%,Aaa,6/1/2031,90.56,90.83,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087m276,4/26/2021
"Canada, Government of...",CAD,1.50%,3.15%,Aaa,12/1/2031,89.65,89.94,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087n266,10/25/2021
"Canada, Government of...",CAD,2.00%,3.18%,Aaa,6/1/2032,92.1,92.35,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.25%,3.00%,Aaa,12/1/2029,96.42,96.84,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087n670,3/29/2022
"Canada, Government of...",CAD,2.50%,3.20%,Aaa,12/1/2032,94.97,95.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.50%,2.89%,Aaa,3/1/2028,101.7,101.93,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087p576,10/21/2022
"Canada, Government of...",CAD,3.25%,2.92%,Aaa,9/1/2028,100.97,101.22,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.25%,3.25%,Aaa,12/1/2033,99.69,100.02,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087q723,6/26/2023
"Canada, Government of...",CAD,4.00%,2.96%,Aaa,3/1/2029,103.9,104.06,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087q988,10/13/2023
"Canada, Government of...",CAD,3.00%,3.28%,Aaa,6/1/2034,97.66,97.81,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r481,12/27/2023
"Canada, Government of...",CAD,3.50%,3.26%,Aaa,3/1/2034,101.72,101.89,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,3.00%,Aaa,9/1/2029,102.06,102.19,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087r895,4/8/2024
"Canada, Government of...",CAD,3.25%,3.29%,Aaa,12/1/2034,99.53,99.83,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.75%,3.05%,Aaa,3/1/2030,98.53,98.53,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087s471,10/3/2024
"Canada, Government of...",CAD,5.75%,2.92%,Aaa,6/1/2029,111.46,111.57,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,5.75%,3.23%,Aaa,6/1/2033,117.88,118.35,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-08,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,1.25%,3.14%,Aaa,3/1/2025,99.73,99.75,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087k528,10/11/2019
"Canada, Government of...",CAD,9.00%,2.83%,Aaa,6/1/2025,102.11,102.53,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,2.25%,3.14%,Aaa,6/1/2025,99.64,99.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087d507,6/30/2014
"Canada, Government of...",CAD,3.25%,2.87%,Aaa,8/24/2027,100.22,101.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p733,12/2/2022
"Canada, Government of...",CAD,4.50%,2.99%,Aaa,2/1/2026,101.55,101.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r226,11/1/2023
"Canada, Government of...",CAD,0.50%,3.05%,Aaa,9/1/2025,98.37,98.45,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087k940,4/3/2020
"Canada, Government of...",CAD,3.00%,2.97%,Aaa,4/1/2026,100,100.08,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p816,1/20/2023
"Canada, Government of...",CAD,4.00%,2.99%,Aaa,5/1/2026,101.24,101.36,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r556,2/12/2024
"Canada, Government of...",CAD,3.00%,2.96%,Aaa,2/1/2027,100.01,100.25,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087s547,11/1/2024
"Canada, Government of...",CAD,8.00%,2.84%,Aaa,6/1/2027,111.61,111.89,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,4.50%,3.02%,Aaa,11/1/2025,101.12,101.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.00%,2.98%,Aaa,8/3/2026,101.5,101.62,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r978,5/6/2024
"Canada, Government of...",CAD,3.25%,3.01%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.00%,3.03%,Aaa,10/1/2025,99.95,99.99,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p246,7/25/2022
"Canada, Government of...",CAD,1.50%,2.88%,Aaa,6/1/2026,98.12,98.15,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087e679,7/21/2015
"Canada, Government of...",CAD,0.25%,2.99%,Aaa,3/1/2026,96.94,97.03,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,2.90%,Aaa,9/1/2026,96.98,97,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.00%,2.84%,Aaa,6/1/2027,95.76,95.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087f825,8/3/2016
"Canada, Government of...",CAD,2.75%,2.93%,Aaa,9/1/2027,99.52,99.55,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100.03,100.04,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.75%,3.05%,Aaa,5/1/2025,100.18,100.24,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.50%,3.06%,Aaa,8/1/2025,100.2,100.28,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q640,5/12/2023
"Canada, Government of...",CAD,1.25%,2.92%,Aaa,3/1/2027,96.57,96.6,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.18%,Aaa,4/1/2025,99.62,99.64,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087n340,1/24/2022
"Canada, Government of...",CAD,5.75%,2.93%,Aaa,6/1/2029,111.35,111.46,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,3.25%,3.29%,Aaa,12/1/2033,99.45,99.79,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q723,6/26/2023
"Canada, Government of...",CAD,3.50%,3.02%,Aaa,9/1/2029,101.91,102.11,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r895,4/8/2024
"Canada, Government of...",CAD,3.25%,3.33%,Aaa,12/1/2034,99.3,99.45,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087s216,7/12/2024
"Canada, Government of...",CAD,3.00%,3.32%,Aaa,6/1/2034,97.42,97.56,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r481,12/27/2023
"Canada, Government of...",CAD,3.25%,2.96%,Aaa,9/1/2028,100.9,101.13,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q491,4/21/2023
"Canada, Government of...",CAD,2.00%,2.95%,Aaa,6/1/2028,96.96,97.02,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.00%,3.21%,Aaa,6/1/2032,91.95,92.2,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.50%,3.26%,Aaa,12/1/2032,94.76,95.02,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.50%,2.93%,Aaa,3/1/2028,101.54,102,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087p576,10/21/2022
"Canada, Government of...",CAD,5.75%,3.29%,Aaa,6/1/2033,117.62,118.09,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,1.50%,3.19%,Aaa,12/1/2031,89.44,89.92,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087n266,10/25/2021
"Canada, Government of...",CAD,4.00%,2.99%,Aaa,3/1/2029,103.79,103.96,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087q988,10/13/2023
"Canada, Government of...",CAD,2.75%,3.06%,Aaa,3/1/2030,98.54,98.54,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087s471,10/3/2024
"Canada, Government of...",CAD,0.50%,3.11%,Aaa,12/1/2030,85.98,86.24,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087l443,10/5/2020
"Canada, Government of...",CAD,1.50%,3.15%,Aaa,6/1/2031,90.42,90.65,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087m276,4/26/2021
"Canada, Government of...",CAD,2.25%,2.92%,Aaa,6/1/2029,97.13,97.39,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087j397,7/27/2018
"Canada, Government of...",CAD,2.25%,3.05%,Aaa,12/1/2029,96.29,96.72,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087n670,3/29/2022
"Canada, Government of...",CAD,3.50%,3.30%,Aaa,3/1/2034,101.48,101.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-09,ca135087r713,3/1/2024
"Canada, Government of...",CAD,2.25%,3.12%,Aaa,6/1/2025,99.64,99.74,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.50%,2.88%,Aaa,6/1/2026,98.12,98.21,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087e679,7/21/2015
"Canada, Government of...",CAD,1.00%,2.82%,Aaa,6/1/2027,95.84,95.87,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087f825,8/3/2016
"Canada, Government of...",CAD,1.25%,3.26%,Aaa,3/1/2025,99.73,99.75,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087k528,10/11/2019
"Canada, Government of...",CAD,0.50%,3.03%,Aaa,9/1/2025,98.39,98.47,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087k940,4/3/2020
"Canada, Government of...",CAD,0.25%,2.97%,Aaa,3/1/2026,96.99,97.01,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,2.88%,Aaa,9/1/2026,97.03,97.05,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087l930,4/16/2021
"Canada, Government of...",CAD,1.25%,2.90%,Aaa,3/1/2027,96.61,96.64,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.50%,3.20%,Aaa,4/1/2025,99.61,99.68,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n340,1/24/2022
"Canada, Government of...",CAD,2.75%,2.92%,Aaa,9/1/2027,99.58,99.61,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,3.01%,Aaa,10/1/2025,99.99,100,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,100,100.07,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.25%,2.84%,Aaa,8/24/2027,101.01,101.11,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p733,12/2/2022
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,4/1/2026,99.55,100.57,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.75%,3.05%,Aaa,5/1/2025,100.16,100.23,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.50%,3.04%,Aaa,8/1/2025,100.25,100.26,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q640,5/12/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.15,101.24,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q806,8/4/2023
"Canada, Government of...",CAD,4.50%,2.96%,Aaa,2/1/2026,101.59,101.6,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r226,11/1/2023
"Canada, Government of...",CAD,4.00%,2.98%,Aaa,5/1/2026,101.28,101.4,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r556,2/12/2024
"Canada, Government of...",CAD,4.00%,2.97%,Aaa,8/3/2026,101.5,101.72,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r978,5/6/2024
"Canada, Government of...",CAD,3.00%,3.01%,Aaa,10/1/2025,99.99,100,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.25%,2.84%,Aaa,8/24/2027,101.01,101.11,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p733,12/2/2022
"Canada, Government of...",CAD,8.00%,2.84%,Aaa,6/1/2027,111.75,111.88,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,1.50%,3.20%,Aaa,4/1/2025,99.61,99.68,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n340,1/24/2022
